account_value,datadate,daily_return,Date
1564111.6926013366,20180206,0.0,2018-02-06
1564111.6926013366,20180207,0.0,2018-02-07
1564111.6926013366,20180208,0.0,2018-02-08
1564111.6926013366,20180209,0.0,2018-02-09
1564111.6926013366,20180212,0.0,2018-02-12
1564111.6926013366,20180213,0.0,2018-02-13
1564111.6926013366,20180214,0.0,2018-02-14
1564111.6926013366,20180215,0.0,2018-02-15
1564111.6926013366,20180216,0.0,2018-02-16
1564111.6926013366,20180220,0.0,2018-02-20
1564111.6926013366,20180221,0.0,2018-02-21
1564111.6926013366,20180222,0.0,2018-02-22
1564111.6926013366,20180223,0.0,2018-02-23
1564111.6926013366,20180226,0.0,2018-02-26
1564111.6926013366,20180227,0.0,2018-02-27
1564111.6926013366,20180228,0.0,2018-02-28
1564111.6926013366,20180301,0.0,2018-03-01
1564111.6926013366,20180302,0.0,2018-03-02
1564111.6926013366,20180305,0.0,2018-03-05
1564111.6926013366,20180306,0.0,2018-03-06
1564111.6926013366,20180307,0.0,2018-03-07
1564111.6926013366,20180308,0.0,2018-03-08
1564111.6926013366,20180309,0.0,2018-03-09
1564111.6926013366,20180312,0.0,2018-03-12
1564111.6926013366,20180313,0.0,2018-03-13
1564111.6926013366,20180314,0.0,2018-03-14
1564111.6926013366,20180315,0.0,2018-03-15
1564111.6926013366,20180316,0.0,2018-03-16
1561709.151528132,20180319,-0.0015360418853521685,2018-03-19
1562700.6130420459,20180320,0.0006348566971920988,2018-03-20
1560847.028277969,20180321,-0.0011861419574594745,2018-03-21
1544222.9533622796,20180322,-0.010650675315716396,2018-03-22
1526197.3150769526,20180323,-0.011672950622887202,2018-03-23
1554398.8325145978,20180326,0.018478290558533228,2018-03-26
1536758.64200143,20180327,-0.011348561350004838,2018-03-27
1538831.2020627873,20180328,0.0013486568448106695,2018-03-28
1553291.9806827498,20180329,0.009397248119597412,2018-03-29
1523002.6832994034,20180402,-0.01950006680008265,2018-04-02
1543915.536448451,20180403,0.013731330468665037,2018-04-03
1558584.8003181587,20180404,0.009501338333217424,2018-04-04
1558584.8003181587,20180405,0.0,2018-04-05
1538329.1957508854,20180406,-0.012996151741720086,2018-04-06
1540707.9395510943,20180409,0.0015463164885509695,2018-04-09
1561851.7845402027,20180410,0.01372346078470188,2018-04-10
1550912.3900220853,20180411,-0.007004118205324983,2018-04-11
1561845.4117080227,20180412,0.007049412820656853,2018-04-12
1557670.8352430803,20180413,-0.0026728486914573413,2018-04-13
1570547.4949467797,20180416,0.008266611540999946,2018-04-16
1579477.430338826,20180417,0.005685874143111391,2018-04-17
1583235.9024201515,20180418,0.002379566816930856,2018-04-18
1571125.4379024229,20180419,-0.007649185127255209,2018-04-19
1569554.350902893,20180420,-0.0009999755344979322,2018-04-20
1569554.350902893,20180423,0.0,2018-04-23
1569554.350902893,20180424,0.0,2018-04-24
1569554.350902893,20180425,0.0,2018-04-25
1569554.350902893,20180426,0.0,2018-04-26
1569554.350902893,20180427,0.0,2018-04-27
1569554.350902893,20180430,0.0,2018-04-30
1569554.350902893,20180501,0.0,2018-05-01
1569554.350902893,20180502,0.0,2018-05-02
1569554.350902893,20180503,0.0,2018-05-03
1569554.350902893,20180504,0.0,2018-05-04
1569554.350902893,20180507,0.0,2018-05-07
1569554.350902893,20180508,0.0,2018-05-08
1569554.350902893,20180509,0.0,2018-05-09
1569554.350902893,20180510,0.0,2018-05-10
1569554.350902893,20180511,0.0,2018-05-11
1569554.350902893,20180514,0.0,2018-05-14
1569554.350902893,20180515,0.0,2018-05-15
1570276.5258710966,20180516,0.00046011466107431787,2018-05-16
1570140.184297706,20180517,-8.682647364610663e-05,2018-05-17
1569549.3577122958,20180518,-0.00037628906725573064,2018-05-18
1572068.63322524,20180521,0.0016050948003420995,2018-05-21
1569769.7293353125,20180522,-0.0014623432090309363,2018-05-22
1569444.302612067,20180523,-0.00020730857345763187,2018-05-23
1566469.6920096166,20180524,-0.0018953272808086563,2018-05-24
1565675.510242745,20180525,-0.0005069882749233479,2018-05-25
1556601.1940735604,20180529,-0.005795783423717005,2018-05-29
1566204.8284550682,20180530,0.0061696177659837925,2018-05-30
1557317.1283390443,20180531,-0.005674672912859613,2018-05-31
1562080.0610499438,20180601,0.003058421836006797,2018-06-01
1567603.3698806802,20180604,0.003535867954824301,2018-06-04
1566411.3444605996,20180605,-0.0007604126419882284,2018-06-05
1574323.9998142812,20180606,0.0050514543205164575,2018-06-06
1578893.326189187,20180607,0.002902405334254343,2018-06-07
1583339.3377248691,20180608,0.0028159036851547192,2018-06-08
1586735.7115512136,20180611,0.0021450700714762405,2018-06-11
1584725.8612979078,20180612,-0.0012666572250655816,2018-06-12
1580974.90784069,20180613,-0.0023669415315439313,2018-06-13
1580125.3036307818,20180614,-0.0005373925959828441,2018-06-14
1580084.3291708282,20180615,-2.593114600435431e-05,2018-06-15
1572170.3242183758,20180618,-0.005008596570668655,2018-06-18
1567553.4639599202,20180619,-0.0029366158280280663,2018-06-19
1561602.3067500445,20180620,-0.0037964620325242615,2018-06-20
